id,type,properties,geometry
2255,Feature,"{'id': '26023', 'modern': 'Dinnington', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-2.849228, 50.91787]}"
2256,Feature,"{'id': '26024', 'modern': 'Lopen', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-2.816575, 50.9217]}"
2257,Feature,"{'id': '26025', 'modern': 'Wynford Eagle', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-2.603856, 50.754833]}"
2258,Feature,"{'id': '26026', 'modern': 'Walls Field', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-2.473131, 50.752918]}"
2259,Feature,"{'id': '26027', 'modern': 'Preston', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-2.421539, 50.643223]}"
2260,Feature,"{'id': '26028', 'modern': 'East Creech', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-2.093716, 50.644581]}"
2261,Feature,"{'id': '26029', 'modern': 'Brenscombe Farm', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-2.031203, 50.644161]}"
2262,Feature,"{'id': '26030', 'modern': 'Eastleigh', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-1.357579, 50.944191]}"
2263,Feature,"{'id': '26031', 'modern': 'Twyford', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-1.312239, 51.016861]}"
2264,Feature,"{'id': '26032', 'modern': 'Upham', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-1.225858, 50.999058]}"
2265,Feature,"{'id': '26033', 'modern': 'Bramdean', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-1.106188, 51.049099]}"
2266,Feature,"{'id': '26034', 'modern': 'Hambledon', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-1.084674, 50.924477]}"
2267,Feature,"{'id': '26035', 'modern': 'Havant', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-1.018857, 50.860725]}"
2268,Feature,"{'id': '26036', 'modern': 'Langstone', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-0.982585, 50.842968]}"
2269,Feature,"{'id': '26037', 'modern': 'Rowlands Castle', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-0.953387, 50.897385]}"
2270,Feature,"{'id': '26038', 'modern': 'Rowlands Castle', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-0.957673, 50.883755]}"
2271,Feature,"{'id': '26039', 'modern': 'Pitlands Farm', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-0.867869, 50.905582]}"
2272,Feature,"{'id': '26040', 'modern': 'Sidlesham', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-0.789408, 50.766483]}"
2273,Feature,"{'id': '26041', 'modern': 'Liss', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-0.917224, 51.046333]}"
2274,Feature,"{'id': '26042', 'modern': 'Grateley', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-1.606635, 51.167583]}"
2275,Feature,"{'id': '26043', 'modern': 'Allington', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-1.705615, 51.143864]}"
2276,Feature,"{'id': '26044', 'modern': 'Grimstead', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-1.668004, 51.0462]}"
2277,Feature,"{'id': '26045', 'modern': 'Manningford Bruce', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-1.800197, 51.321384]}"
2278,Feature,"{'id': '26046', 'modern': 'Pit Meads', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-2.14447, 51.188835]}"
2279,Feature,"{'id': '26047', 'modern': 'Wincanton', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-2.426385, 51.052277]}"
2280,Feature,"{'id': '26048', 'modern': 'Bratton Seymour', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-2.476618, 51.067459]}"
2281,Feature,"{'id': '26049', 'modern': 'Iwerne', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-2.204963, 50.923027]}"
2282,Feature,"{'id': '26050', 'modern': 'Farnham', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-2.058295, 50.934433]}"
2283,Feature,"{'id': '26051', 'modern': 'Myncen Farm', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-2.039789, 50.928146]}"
2284,Feature,"{'id': '26052', 'modern': 'Whatley', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-2.367664, 51.221527]}"
2285,Feature,"{'id': '26053', 'modern': 'Mells Park', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-2.4267, 51.22591]}"
2286,Feature,"{'id': '26054', 'modern': 'Blacklands', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-2.33835, 51.285545]}"
2287,Feature,"{'id': '26055', 'modern': 'Iford', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-2.292276, 51.323437]}"
2288,Feature,"{'id': '26056', 'modern': 'Bradford on Avon', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-2.263445, 51.350929]}"
2289,Feature,"{'id': '26057', 'modern': 'Combe', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-2.344057, 51.358273]}"
2290,Feature,"{'id': '26058', 'modern': 'Burnett', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-2.482721, 51.378914]}"
2291,Feature,"{'id': '26059', 'modern': 'Paulton', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-2.47309, 51.308819]}"
2292,Feature,"{'id': '26060', 'modern': 'Chew Magna', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-2.592938, 51.346577]}"
2293,Feature,"{'id': '26061', 'modern': 'Priddy', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-2.67366, 51.260361]}"
2294,Feature,"{'id': '26062', 'modern': 'Shapwick', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-2.823917, 51.151672]}"
2295,Feature,"{'id': '26063', 'modern': 'Banwell', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-2.865133, 51.329327]}"
2296,Feature,"{'id': '26064', 'modern': 'Wemberham', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-2.856084, 51.382896]}"
2297,Feature,"{'id': '26065', 'modern': 'Somerdale', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-2.495648, 51.418427]}"
2298,Feature,"{'id': '26066', 'modern': 'Cheyney Court', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-2.440072, 51.42638]}"
2299,Feature,"{'id': '26067', 'modern': 'Ironmongers Piece', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-2.291566, 51.482773]}"
2300,Feature,"{'id': '26068', 'modern': 'Hazelbury', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-2.235757, 51.411682]}"
2301,Feature,"{'id': '26069', 'modern': 'Atworth', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-2.209087, 51.396446]}"
2302,Feature,"{'id': '26070', 'modern': 'Nuthills Farm', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-2.045533, 51.413891]}"
2303,Feature,"{'id': '26071', 'modern': 'Bromham', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-2.043358, 51.394829]}"
2304,Feature,"{'id': '26072', 'modern': 'Brislington', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-2.553244, 51.43642]}"
2305,Feature,"{'id': '26073', 'modern': 'Compton Dundon', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-2.727083, 51.07642]}"
2306,Feature,"{'id': '26074', 'modern': 'Somerton', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-2.718954, 51.058487]}"
2307,Feature,"{'id': '26075', 'modern': 'Hurcot', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-2.698786, 51.064724]}"
2308,Feature,"{'id': '26076', 'modern': 'Priest Wood', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-2.455088, 51.605614]}"
2309,Feature,"{'id': '26077', 'modern': 'Stancombe', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-2.375491, 51.671352]}"
2310,Feature,"{'id': '26078', 'modern': 'Wortley', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-2.335092, 51.624901]}"
2311,Feature,"{'id': '26079', 'modern': 'Tresham', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-2.285879, 51.609383]}"
2312,Feature,"{'id': '26080', 'modern': 'Sherston', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-2.209925, 51.578976]}"
2313,Feature,"{'id': '26081', 'modern': 'Stanton Park', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-2.151267, 51.515404]}"
2314,Feature,"{'id': '26082', 'modern': 'Tockenham', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-1.945477, 51.5163]}"
2315,Feature,"{'id': '26083', 'modern': 'Hocberry', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-2.081967, 51.684601]}"
2316,Feature,"{'id': '26084', 'modern': 'Lillyhorn', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-2.127102, 51.738056]}"
2317,Feature,"{'id': '26085', 'modern': 'St Peters Church', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-2.332956, 51.727673]}"
2318,Feature,"{'id': '26086', 'modern': 'St Peters Church', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-1.119403, 52.893352]}"
2319,Feature,"{'id': '26087', 'modern': 'Highfold', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-2.207861, 51.790359]}"
2320,Feature,"{'id': '26088', 'modern': 'Dryhill', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-2.100706, 51.850471]}"
2321,Feature,"{'id': '26089', 'modern': 'Combend', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-2.02446, 51.798275]}"
2322,Feature,"{'id': '26090', 'modern': 'Ditches', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-2.007346, 51.783623]}"
2323,Feature,"{'id': '26091', 'modern': 'Willington Court', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-2.236068, 51.916538]}"
2324,Feature,"{'id': '26092', 'modern': 'Wadfield Farm', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-1.96752, 51.932865]}"
2325,Feature,"{'id': '26093', 'modern': 'Listercombe Bottom', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-1.899738, 51.80426]}"
2326,Feature,"{'id': '26094', 'modern': 'Compton Grove', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-1.931438, 51.844742]}"
2327,Feature,"{'id': '26095', 'modern': 'Shipton', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-1.921971, 51.862804]}"
2328,Feature,"{'id': '26096', 'modern': 'Turkdean', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-1.857619, 51.869488]}"
2329,Feature,"{'id': '26097', 'modern': 'Naunton', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-1.810977, 51.908985]}"
2330,Feature,"{'id': '26098', 'modern': 'Abbotswood', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-1.731747, 51.934364]}"
2331,Feature,"{'id': '26099', 'modern': 'Broadwell', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-1.711572, 51.950321]}"
2332,Feature,"{'id': '26100', 'modern': 'Waltham Field', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-1.989783, 51.886929]}"
2333,Feature,"{'id': '26101', 'modern': 'Ebrington', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-1.725465, 52.057972]}"
2334,Feature,"{'id': '26103', 'modern': 'Ashford Carbonell', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-2.689053, 52.319969]}"
2335,Feature,"{'id': '26104', 'modern': 'Credenhill', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-2.80908, 52.079247]}"
2336,Feature,"{'id': '26106', 'modern': 'Park Farm', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-2.544182, 51.714298]}"
2337,Feature,"{'id': '26107', 'modern': 'Lea Cross', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-2.862708, 52.670883]}"
2338,Feature,"{'id': '26108', 'modern': 'Cruckton', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-2.84156, 52.68623]}"
