id,type,properties,geometry
5354,Feature,"{'id': '42029', 'modern': 'Hulín-Pravčice', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '15', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [17.48029, 49.33107]}"
5355,Feature,"{'id': '42603', 'modern': 'Camp de César', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '15', 'building': 0, 'accuracy': 200, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [4.5046, 47.51967]}"
5356,Feature,"{'id': '42754', 'modern': 'Wangheimer Felder', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '15', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [16.977267, 48.025438]}"
5357,Feature,"{'id': '43871', 'modern': 'Brampton Bryan', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '15', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-2.912302, 52.346146]}"
5358,Feature,"{'id': '43919', 'modern': 'Hachelbich', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '15', 'building': 0, 'accuracy': 20, 'startyear': -30, 'endyear': 300}","{'type': 'Point', 'coordinates': [10.97668, 51.339024]}"
5359,Feature,"{'id': '44352', 'modern': 'Househill', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '15', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-3.857805, 56.021577]}"
5360,Feature,"{'id': '44418', 'modern': 'Killcrow Hill', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '15', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-2.7257311, 51.608297]}"
5361,Feature,"{'id': '44419', 'modern': 'Llancayo Farm', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '15', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-2.9237261, 51.722626]}"
5362,Feature,"{'id': '44421', 'modern': 'Pen Plaenau', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '15', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-3.323437, 52.916919]}"
5363,Feature,"{'id': '44423', 'modern': 'Melin Court Brook', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '15', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-3.684071, 51.68694]}"
5364,Feature,"{'id': '44424', 'modern': 'Walton III', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '15', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-3.097376, 52.231738]}"
5365,Feature,"{'id': '44425', 'modern': 'Y Pigwn', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '15', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-3.708085, 51.966871]}"
5366,Feature,"{'id': '44426', 'modern': 'Gwanas-Fawr', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '15', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-3.821367, 52.731682]}"
5367,Feature,"{'id': '44617', 'modern': 'Pedrocillo', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '15', 'building': 0, 'accuracy': 20, 'startyear': -155, 'endyear': -138}","{'type': 'Point', 'coordinates': [-5.94202, 38.27059]}"
5368,Feature,"{'id': '44970', 'modern': 'Iváncsa', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '15', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [18.858003, 47.140581]}"
5369,Feature,"{'id': '45007', 'modern': ""Kerfloc'h"", 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '15', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-2.74366, 47.78946]}"
5370,Feature,"{'id': '45021', 'modern': 'Feldgraben', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '15', 'building': 0, 'accuracy': 200, 'startyear': -30, 'endyear': 300}","{'type': 'Point', 'coordinates': [9.11263, 49.92008]}"
5371,Feature,"{'id': '45022', 'modern': 'Feldgraben', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '15', 'building': 0, 'accuracy': 200, 'startyear': -30, 'endyear': 300}","{'type': 'Point', 'coordinates': [9.11625, 49.9204]}"
5372,Feature,"{'id': '45023', 'modern': 'Feldgraben', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '15', 'building': 0, 'accuracy': 200, 'startyear': -30, 'endyear': 300}","{'type': 'Point', 'coordinates': [9.12037, 49.92097]}"
5373,Feature,"{'id': '45024', 'modern': 'Galgenholz', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '15', 'building': 0, 'accuracy': 200, 'startyear': -30, 'endyear': 300}","{'type': 'Point', 'coordinates': [9.12003, 49.92334]}"
5374,Feature,"{'id': '45233', 'modern': 'Auchtermuchty', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '15', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-3.225599, 56.293017]}"
5375,Feature,"{'id': '45234', 'modern': 'Bonnytown', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '15', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-2.737297, 56.302566]}"
5376,Feature,"{'id': '45235', 'modern': 'Edenwood', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '15', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-3.039436, 56.292411]}"
5377,Feature,"{'id': '45351', 'modern': 'Wilkenburg', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '15', 'building': 0, 'accuracy': 20, 'startyear': -30, 'endyear': 300}","{'type': 'Point', 'coordinates': [9.755646, 52.305088]}"
5378,Feature,"{'id': '45570', 'modern': 'Măgura', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '15', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [23.1094, 45.53329]}"
5379,Feature,"{'id': '45595', 'modern': 'Poarta Albă', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '15', 'building': 0, 'accuracy': 20, 'startyear': -30, 'endyear': 300}","{'type': 'Point', 'coordinates': [28.40395, 44.19427]}"
5380,Feature,"{'id': '45599', 'modern': 'Zalău', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '15', 'building': 0, 'accuracy': 2000, 'startyear': -30, 'endyear': 300}","{'type': 'Point', 'coordinates': [23.05478, 47.18254]}"
5381,Feature,"{'id': '45755', 'modern': 'Llansantffraid', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '15', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-3.145443, 52.777762]}"
5382,Feature,"{'id': '45757', 'modern': 'Abertanat', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '15', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-3.115297, 52.784459]}"
5383,Feature,"{'id': '17717', 'modern': 'Saint-Cirgues-sur-Couze', 'latin': 'S. Quiricus', 'greek': '', 'ancient': 1, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 200, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [3.14308, 45.5516]}"
5384,Feature,"{'id': '21025', 'modern': 'Al Barnuji', 'latin': 'Nitriai', 'greek': '', 'ancient': 1, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 20, 'startyear': -330, 'endyear': 640}","{'type': 'Point', 'coordinates': [30.38692, 30.92721]}"
5385,Feature,"{'id': '21027', 'modern': 'Kellia', 'latin': 'Kellia', 'greek': '', 'ancient': 1, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 20, 'startyear': 338, 'endyear': 640}","{'type': 'Point', 'coordinates': [30.368868, 30.776003]}"
5386,Feature,"{'id': '21029', 'modern': 'Mar Elias', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 20, 'startyear': 500, 'endyear': 0}","{'type': 'Point', 'coordinates': [35.2110153, 31.7348058]}"
5387,Feature,"{'id': '21032', 'modern': 'Abuna Garima', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 200, 'startyear': 500, 'endyear': 0}","{'type': 'Point', 'coordinates': [38.952778, 14.161667]}"
5388,Feature,"{'id': '21039', 'modern': 'Debre Damo', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 20, 'startyear': 500, 'endyear': 0}","{'type': 'Point', 'coordinates': [39.292044, 14.374657]}"
5389,Feature,"{'id': '21044', 'modern': 'Jvari', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 20, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [44.733449, 41.838355]}"
5390,Feature,"{'id': '21045', 'modern': 'Deir Amba Bishoi (Saint Pishoy)', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 20, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [30.359629, 30.319076]}"
5391,Feature,"{'id': '21046', 'modern': 'Tou Batou', 'latin': 'Tou Batou', 'greek': '', 'ancient': 1, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 20, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [33.975917, 28.555651]}"
5392,Feature,"{'id': '21052', 'modern': 'Deir el-Sourian (Syrian Mon.)', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 20, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [30.354167, 30.317778]}"
5393,Feature,"{'id': '21053', 'modern': 'Deir Abu Makar (Mon. of Saint Macarius)', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 20, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [30.475868, 30.291768]}"
5394,Feature,"{'id': '21054', 'modern': 'Deir Amba Baramos', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 20, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [30.270695, 30.357143]}"
5395,Feature,"{'id': '21055', 'modern': 'Deir Anba Bula', 'latin': '*Qubba', 'greek': '', 'ancient': 1, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 20, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [32.551667, 28.846667]}"
5396,Feature,"{'id': '21062', 'modern': 'Dayr Anba Shenouda', 'latin': 'Apa Senouthiou', 'greek': '', 'ancient': 1, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 20, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [31.645786, 26.534806]}"
5397,Feature,"{'id': '21064', 'modern': 'Dayr Anba Bishay', 'latin': 'Apa Pshoi', 'greek': '', 'ancient': 1, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 20, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [31.619725, 26.554811]}"
5398,Feature,"{'id': '21068', 'modern': 'Tsandryphsh', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 20, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [40.070982, 43.379365]}"
5399,Feature,"{'id': '21069', 'modern': 'Qara Kalisa', 'latin': 'Surb Tadeos', 'greek': '', 'ancient': 1, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 20, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [44.544444, 39.092222]}"
5400,Feature,"{'id': '21071', 'modern': 'Deir Abou Menas', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 20, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [29.662839, 30.841032]}"
5401,Feature,"{'id': '21072', 'modern': 'Kom el-Nagous', 'latin': 'Plinthine', 'greek': 'Πλινθίνη', 'ancient': 1, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 20, 'startyear': -330, 'endyear': 640}","{'type': 'Point', 'coordinates': [29.54051, 30.95597]}"
5402,Feature,"{'id': '21073', 'modern': 'Gebel el-Qalamun', 'latin': 'Ptoou Nkalamon', 'greek': '', 'ancient': 1, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 20, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [30.50729, 28.91221]}"
5403,Feature,"{'id': '21074', 'modern': 'Deir el-Naqlun', 'latin': 'Neklone', 'greek': '', 'ancient': 1, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 20, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [30.875959, 29.193699]}"
5404,Feature,"{'id': '21097', 'modern': 'Saqultah', 'latin': 'Apa Djoore', 'greek': '', 'ancient': 1, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 2000, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [31.74071, 26.68079]}"
5405,Feature,"{'id': '21098', 'modern': 'Deir Anba Bakhum', 'latin': 'Deir Anba Bakhum', 'greek': '', 'ancient': 1, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 2000, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [31.74071, 26.62099]}"
5406,Feature,"{'id': '21099', 'modern': 'Deir el-Shuhara', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 20, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [31.79138, 26.598299]}"
5407,Feature,"{'id': '21100', 'modern': 'Deir el-Adra', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 20, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [31.79252, 26.59]}"
5408,Feature,"{'id': '21101', 'modern': 'Deir Madoud (Mon. of the Seven Mountains)', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 2000, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [31.82093, 26.58939]}"
5409,Feature,"{'id': '21102', 'modern': 'Deir Abu Fana', 'latin': 'Apa Bane', 'greek': '', 'ancient': 1, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 20, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [30.698007, 27.845254]}"
5410,Feature,"{'id': '21103', 'modern': 'Apa Apollo (Mon. of Saint Apollo)', 'latin': 'Apa Apollo', 'greek': '', 'ancient': 1, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 20, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [30.70816, 27.551294]}"
5411,Feature,"{'id': '21104', 'modern': 'Deir el-Bahari', 'latin': 'Apa Phoibammon', 'greek': '', 'ancient': 1, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 20, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [32.60642, 25.73835]}"
5412,Feature,"{'id': '21106', 'modern': 'Saint Epiphanius', 'latin': 'Apa Epiphanius', 'greek': '', 'ancient': 1, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 20, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [32.608267, 25.734196]}"
5413,Feature,"{'id': '21144', 'modern': 'Bethabara', 'latin': 'Bethabara', 'greek': '', 'ancient': 1, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 20, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [35.538953, 31.838109]}"
5414,Feature,"{'id': '21145', 'modern': 'Nebo Mons', 'latin': 'Nebo Mons', 'greek': '', 'ancient': 1, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 20, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [35.7261818, 31.7677176]}"
5415,Feature,"{'id': '22174', 'modern': 'Agios Lot', 'latin': 'Ag. Lot', 'greek': '', 'ancient': 1, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 20, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [35.502753, 31.0468505]}"
5416,Feature,"{'id': '22253', 'modern': 'Qal’at Sim’an', 'latin': 'Symeon', 'greek': '', 'ancient': 1, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 20, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [36.8441777, 36.3340194]}"
5417,Feature,"{'id': '22694', 'modern': 'Horeb Mons', 'latin': 'Horeb Mons', 'greek': '', 'ancient': 1, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 2000, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [33.921682, 28.58771]}"
5418,Feature,"{'id': '22695', 'modern': 'Jebel Serbal', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 200, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [33.645944, 28.650264]}"
5419,Feature,"{'id': '34459', 'modern': 'Ain Mustafa Kaschif', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 20, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [30.553966, 25.493747]}"
5420,Feature,"{'id': '37066', 'modern': 'Surb Arakelots vank', 'latin': 'Apostoli', 'greek': '', 'ancient': 1, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 20, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [41.51981, 38.69593]}"
5421,Feature,"{'id': '37069', 'modern': 'Der Diyuk', 'latin': 'Cyriacus', 'greek': '', 'ancient': 1, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 2000, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [40.770504, 37.514899]}"
5422,Feature,"{'id': '37072', 'modern': 'Surp Hovhannes Karapet Vank', 'latin': 'Glak', 'greek': '', 'ancient': 1, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 20, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [41.19181, 38.961194]}"
5423,Feature,"{'id': '37073', 'modern': 'near Dadar', 'latin': 'Glale', 'greek': '', 'ancient': 1, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 2000, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [42.436399, 37.350618]}"
5424,Feature,"{'id': '37074', 'modern': 'at Lower Dera', 'latin': 'Hlahlah', 'greek': '', 'ancient': 1, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 2000, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [42.144166, 37.401944]}"
5425,Feature,"{'id': '37075', 'modern': 'Zuqnin', 'latin': 'Iohannes Urtius', 'greek': '', 'ancient': 1, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 2000, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [40.235101, 37.937557]}"
5426,Feature,"{'id': '37076', 'modern': 'W Dadar', 'latin': 'Kamul', 'greek': '', 'ancient': 1, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 2000, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [42.404847, 37.344308]}"
5427,Feature,"{'id': '37077', 'modern': 'Mor Abay', 'latin': 'Mar Abay', 'greek': '', 'ancient': 1, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 2000, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [40.954207, 37.594831]}"
5428,Feature,"{'id': '37078', 'modern': 'Mor Abraham (Kashkar)', 'latin': 'Mar Abrohom', 'greek': '', 'ancient': 1, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 2000, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [41.473406, 37.211579]}"
5429,Feature,"{'id': '37079', 'modern': 'Mor Ogin', 'latin': 'Mar Awgin', 'greek': '', 'ancient': 1, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 20, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [41.408325, 37.167822]}"
5430,Feature,"{'id': '37080', 'modern': 'Dayro d-Mor Mattai', 'latin': 'Mar Mattai', 'greek': '', 'ancient': 1, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 20, 'startyear': 363, 'endyear': 0}","{'type': 'Point', 'coordinates': [43.44304, 36.4901]}"
5431,Feature,"{'id': '37081', 'modern': 'Mor Malke', 'latin': 'Mar Melki', 'greek': '', 'ancient': 1, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 20, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [41.432952, 37.238448]}"
5432,Feature,"{'id': '37082', 'modern': 'Dayro d-Mor Gabriel', 'latin': 'Mar Samuel, Simeon', 'greek': '', 'ancient': 1, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 20, 'startyear': 397, 'endyear': 0}","{'type': 'Point', 'coordinates': [41.538448, 37.321984]}"
5433,Feature,"{'id': '37083', 'modern': 'Mor Yuhanon', 'latin': 'Mar Yohannon', 'greek': '', 'ancient': 1, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 2000, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [41.430776, 37.198257]}"
5434,Feature,"{'id': '37084', 'modern': 'Musaifna', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 2000, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [42.651252, 36.795828]}"
5435,Feature,"{'id': '37179', 'modern': 'at upper Dera', 'latin': 'Zarnuqa', 'greek': '', 'ancient': 1, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 2000, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [42.098792, 37.455792]}"
5436,Feature,"{'id': '37243', 'modern': 'Asarcık', 'latin': 'S. Zion', 'greek': '', 'ancient': 1, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 20, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [29.933941, 36.347762]}"
5437,Feature,"{'id': '37287', 'modern': 'Deir el-Anba Antuniyus', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 20, 'startyear': 356, 'endyear': 640}","{'type': 'Point', 'coordinates': [32.35, 28.923889]}"
5438,Feature,"{'id': '37292', 'modern': 'Gebel Fargud', 'latin': 'Apa Abraham', 'greek': '', 'ancient': 1, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 2000, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [32.13402, 26.07599]}"
5439,Feature,"{'id': '37293', 'modern': 'Deir Balaiza', 'latin': 'Apa Apollo', 'greek': '', 'ancient': 1, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 2000, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [31.23217, 27.00798]}"
5440,Feature,"{'id': '37294', 'modern': 'Mon. of the Christ-bearing Apostles', 'latin': 'Apa Apollo', 'greek': '', 'ancient': 1, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 2000, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [31.35468, 26.80768]}"
5441,Feature,"{'id': '37296', 'modern': 'John of Lykopolis', 'latin': 'Apa Ioannes', 'greek': '', 'ancient': 1, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 2000, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [31.15098, 27.13439]}"
5442,Feature,"{'id': '37297', 'modern': '1.25 miles W Deir el-Ganadla', 'latin': 'Apa Makrobios', 'greek': '', 'ancient': 1, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 2000, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [31.28613, 26.9336]}"
5443,Feature,"{'id': '37298', 'modern': 'Deir Amba Balamus', 'latin': 'Apa Palemon', 'greek': '', 'ancient': 1, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 20, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [32.307615, 26.063983]}"
5444,Feature,"{'id': '37299', 'modern': 'opposite Ptolemais', 'latin': 'Apa Psote', 'greek': '', 'ancient': 1, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 2000, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [31.85107, 26.45326]}"
5445,Feature,"{'id': '37300', 'modern': 'N Kom Isgaw', 'latin': 'Apa Souroutos', 'greek': '', 'ancient': 1, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 2000, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [31.42348, 26.85289]}"
5446,Feature,"{'id': '37317', 'modern': 'S. Theodoros', 'latin': 'Paphor', 'greek': '', 'ancient': 1, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 2000, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [31.29537, 27.16502]}"
5447,Feature,"{'id': '37326', 'modern': 'San Sebastiano', 'latin': 'S. Sebastianus', 'greek': '', 'ancient': 1, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 20, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [13.3761051, 41.7162222]}"
5448,Feature,"{'id': '37353', 'modern': 'Ziri', 'latin': 'Seuera', 'greek': '', 'ancient': 1, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 2000, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [36.074145, 36.098007]}"
5449,Feature,"{'id': '37354', 'modern': 'Aziz Simon Tepesi', 'latin': 'Symeon', 'greek': '', 'ancient': 1, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 20, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [36.03549, 36.0914]}"
5450,Feature,"{'id': '37356', 'modern': 'monastery cluster', 'latin': ""Tura d'Urhay"", 'greek': '', 'ancient': 1, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 2000, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [38.767136, 37.132961]}"
5451,Feature,"{'id': '37359', 'modern': 'Binbirkilise', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 20, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [33.16657, 37.4384]}"
5452,Feature,"{'id': '37360', 'modern': 'Halkapınar', 'latin': 'Sannabadae', 'greek': '', 'ancient': 1, 'major': 0, 'type': '21', 'building': 0, 'accuracy': 2000, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [34.226992, 37.423687]}"
